,series,trial,intensity,rating,fired
0,0,0,41,16.000000000000032,1
1,0,1,42,22.50000000000007,1
2,0,2,43,31.999999999999957,1
3,0,3,44,42.000000000000064,1
4,0,4,45,47.4999999999999,1
5,0,5,46,59.0,1
6,0,6,47,71.5,1
7,0,7,48,77.9999999999999,1
8,1,0,41,4.999999999999988,1
9,1,1,42,10.999999999999993,1
10,1,2,43,19.5,1
11,1,3,44,23.00000000000007,1
12,1,4,45,36.000000000000085,1
13,1,5,46,62.50000000000003,1
14,1,6,47,69.49999999999983,1
15,1,7,48,83.99999999999999,1
16,2,0,41,5.0000000000002,1
17,2,1,42,13.000000000000075,1
18,2,2,43,21.500000000000135,1
19,2,3,44,27.49999999999997,1
20,2,4,45,36.000000000000156,1
21,2,5,46,49.500000000000036,1
22,2,6,47,65.99999999999984,1
23,2,7,48,84.00000000000003,1
