,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,29.000000000000075,1
3,0,3,44,43.49999999999993,1
4,0,4,45,49.9999999999999,1
5,0,5,46,54.499999999999986,1
6,1,0,41,0.0,1
7,1,1,42,1.0000000000001295,1
8,1,2,43,11.000000000000028,1
9,1,3,44,10.999999999999993,1
10,1,4,45,33.999999999999986,1
11,1,5,46,52.49999999999996,1
12,1,6,47,71.00000000000003,1
13,2,0,41,1.5000000000000002,1
14,2,1,42,4.500000000000129,1
15,2,2,43,10.000000000000133,1
16,2,3,44,18.000000000000142,1
17,2,4,45,32.0000000000001,1
18,2,5,46,40.99999999999996,1
19,2,6,47,55.49999999999991,1
