series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,Welcome.stopped,instructions2.started,instructions2.stopped,instructions_start_ramp.started,instructions_start_ramp.stopped,confirm_continue.started,key_resp_8.started,confirm_continue.stopped,intensity,wait1_dur,wait.started,wait.stopped,therm_trig.started,therm_trig.stopped,rating_scale.started,rating_scale.stopped,rating,ratingScale.response,ratingScale.rt,press_when_ready.started,text_2.started,key_resp_3.started,press_when_ready.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,bloc_terminé.started,bloc_terminé.stopped,compile_ramps.started,compile_ramps.stopped,deuxieme_start.started,deuxieme_start.stopped,press_when_ready2.started,text_9.started,press_when_ready2.stopped,wait_2.started,wait_2.stopped,therm_trig2.started,therm_trig2.stopped,rating_scale2.started,ratingScale_2.started,rating_scale2.stopped,keyResp_2.keys,therm_value,ratingScale_2.response,ratingScale_2.rt,thank_you_output_code.started,thank_you_output_code.stopped,participant,com_thermode,nramps,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,1755.201186900027,,0.008890000026440248,1741.7351075000188,1741.735125600011,1750.9019977000135,1750.9085360000026,1755.0019893000135,1755.0026753000275,1755.201186900027,1758.8191598000121,41,2.0,1758.819624100026,1760.8350567000161,1760.8350724000193,1770.8361667000281,1770.8361799000122,1773.6731513000268,0.0,0.0,2.725,1773.6735088000132,1773.6848485000082,1773.6848485000082,1776.9358518000226,y,3.241108499991242,None,,,,,,,,,,,,,,,,,,,,,,,sub-004,COM3,3,2024-01-25_08h41.20.096,2024_RDpaindiscrimination_calibration,2023.2.3,59.98177754037576,2024-01-25 08h41.35.394328 -0500,
0,0,0,0,1,0,1,0,,,,,1776.9515851000033,,,,,,,,1776.9365921000135,1776.9515851000033,1779.3025286000047,42,2.1,1779.3027924000053,1781.4021078000078,1781.4021223000018,1791.4032627000124,1791.4032748000172,1794.2262808000087,0.0,0.0,2.751,1794.2271514000022,1794.2520072000043,1794.2520072000043,1797.0196194000018,y,2.7583981000061613,None,,,,,,,,,,,,,,,,,,,,,,,sub-004,COM3,3,2024-01-25_08h41.20.096,2024_RDpaindiscrimination_calibration,2023.2.3,59.98177754037576,2024-01-25 08h41.35.394328 -0500,
0,0,0,0,2,0,2,0,,,,,1797.0354004000255,,,,,,,,1797.020202900021,1797.0354004000255,1798.5863848000008,43,2.2,1798.5866494000074,1800.785997400002,1800.786014000012,1810.7870788,1810.7870912000071,1812.4574262000096,0.9999999999999969,0.9999999999999969,1.575,1812.457802800025,1812.4691256000078,1812.4691256000078,1814.120103400026,y,1.6364538999914657,None,,,,,,,,,,,,,,,,,,,,,,,sub-004,COM3,3,2024-01-25_08h41.20.096,2024_RDpaindiscrimination_calibration,2023.2.3,59.98177754037576,2024-01-25 08h41.35.394328 -0500,
0,0,0,0,3,0,3,0,,,,,1814.1357906000048,,,,,,,,1814.1206746000098,1814.1357906000048,1815.5200673000072,44,2.2,1815.5203275000094,1817.7197323,1817.7197470000247,1827.7206833000237,1827.720695600001,1832.1910189000191,3.0000000000000226,3.0000000000000226,4.398,1832.1913134000206,1832.2029138000216,1832.2029138000216,1833.6872835000104,y,1.4671441999962553,None,,,,,,,,,,,,,,,,,,,,,,,sub-004,COM3,3,2024-01-25_08h41.20.096,2024_RDpaindiscrimination_calibration,2023.2.3,59.98177754037576,2024-01-25 08h41.35.394328 -0500,
0,0,0,0,4,0,4,0,,,,,1833.7029220000259,,,,,,,,1833.6878537000157,1833.7029220000259,1835.53723300001,45,2.1,1835.5374866000202,1837.6368424000102,1837.6368561000272,1847.6378655000008,1847.637877400004,1851.4959266000078,6.000000000000165,6.000000000000165,3.786,1851.496784900024,1851.5200329000072,1851.5200329000072,1854.0543561000086,y,2.517568500014022,None,,,,,,,,,,,,,,,,,,,,,,,sub-004,COM3,3,2024-01-25_08h41.20.096,2024_RDpaindiscrimination_calibration,2023.2.3,59.98177754037576,2024-01-25 08h41.35.394328 -0500,
0,0,0,0,5,0,5,0,,,,,1854.0700744000205,,,,,,,,1854.0549307000183,1854.0700744000205,1855.6712490000064,46,2.0,1855.6715168000082,1857.670673500019,1857.6706878000114,1867.6717538000084,1867.671766000014,1872.0287903000135,13.500000000000208,13.500000000000208,4.285,1872.0296459000092,1872.053907900001,1872.053907900001,1875.3215930000006,y,3.259812999982387,None,,,,,,,,,,,,,,,,,,,,,,,sub-004,COM3,3,2024-01-25_08h41.20.096,2024_RDpaindiscrimination_calibration,2023.2.3,59.98177754037576,2024-01-25 08h41.35.394328 -0500,
0,0,0,0,6,0,6,0,,,,,1875.337270500022,,,,,,,,1875.3221700000286,1875.337270500022,1877.5216495000059,47,2.0,1877.5219082000258,1879.5212298000115,1879.5212439000024,1889.5223017000244,1889.5223142000032,1893.445106500003,32.50000000000017,32.50000000000017,3.851,1893.4459614000225,1893.4710751000093,1893.4710751000093,1896.0716965000029,y,2.5909891999908723,None,,,,,,,,,,,,,,,,,,,,,,,sub-004,COM3,3,2024-01-25_08h41.20.096,2024_RDpaindiscrimination_calibration,2023.2.3,59.98177754037576,2024-01-25 08h41.35.394328 -0500,
0,0,0,0,7,0,7,0,,,,,1896.0878478000232,,,,,,,,1896.0724079000065,1896.0878478000232,1898.0887205000035,48,2.2,1898.0889837000286,1900.2883333000063,1900.288347600028,1910.2894645000051,1910.2894763000077,1914.4922332000278,66.99999999999994,66.99999999999994,4.13,1914.492527000024,1914.5048719000188,1914.5048719000188,1918.0227653000038,n,3.513235899998108,None,,,,,,,,,,,,,,,,,,,,,,,sub-004,COM3,3,2024-01-25_08h41.20.096,2024_RDpaindiscrimination_calibration,2023.2.3,59.98177754037576,2024-01-25 08h41.35.394328 -0500,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918.0231802000199,1922.0222081000102,,,,,,,,,,,,,,,,,,,,,sub-004,COM3,3,2024-01-25_08h41.20.096,2024_RDpaindiscrimination_calibration,2023.2.3,59.98177754037576,2024-01-25 08h41.35.394328 -0500,
1,0,1,0,0,0,0,0,,,,,1934.8386757000117,,,,,,1922.0224680000101,1934.8228942000133,1934.8236028000247,1934.8386757000117,1937.4232184000139,41,2.1,1937.4235805000062,1939.5226103000168,1939.5226254000154,1949.5237197000242,1949.5237320000015,1952.647347500024,0.0,0.0,3.052,1952.6484621000127,1952.6725626000261,1952.6725626000261,1955.0567896000284,y,2.372668700001668,None,,,,,,,,,,,,,,,,,,,,,,,sub-004,COM3,3,2024-01-25_08h41.20.096,2024_RDpaindiscrimination_calibration,2023.2.3,59.98177754037576,2024-01-25 08h41.35.394328 -0500,
