,series,trial,intensity,rating,fired
0,0,0,41,42.500000000000064,1
1,0,1,42,49.49999999999993,1
2,0,2,43,61.99999999999985,1
3,0,3,44,80.49999999999986,1
4,0,4,45,84.50000000000006,1
5,1,0,41,22.0000000000001,1
6,1,1,42,26.000000000000085,1
7,1,2,43,32.999999999999986,1
8,1,3,44,50.0,1
9,1,4,45,60.49999999999989,1
10,1,5,46,76.49999999999989,1
11,2,0,41,18.00000000000007,1
12,2,1,42,24.499999999999986,1
13,2,2,43,36.50000000000005,1
14,2,3,44,48.49999999999991,1
15,2,4,45,61.99999999999986,1
16,2,5,46,72.99999999999999,1
17,2,6,47,72.49999999999982,1
