,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,1.5000000000000002,1
3,0,3,44,3.9999999999999964,1
4,0,4,45,7.0000000000000595,1
5,0,5,46,14.000000000000066,1
6,0,6,47,21.500000000000206,1
7,0,7,48,49.000000000000114,1
8,0,8,49,72.99999999999989,1
9,1,0,41,0.0,1
10,1,1,42,3.0,1
11,1,2,43,7.000000000000024,1
12,1,3,44,3.5000000000001648,1
13,1,4,45,4.000000000000129,1
14,1,5,46,3.9999999999999964,1
15,1,6,47,6.000000000000165,1
16,1,7,48,27.49999999999997,1
17,1,8,49,63.99999999999995,1
18,1,9,50,73.99999999999984,1
19,2,0,41,0.0,1
20,2,1,42,0.0,1
21,2,2,43,10.999999999999993,1
22,2,3,44,13.50000000000003,1
23,2,4,45,10.0,1
24,2,5,46,7.999999999999989,1
25,2,6,47,13.50000000000003,1
26,2,7,48,52.49999999999989,1
27,2,8,49,80.49999999999986,1
