,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,0.0,1
3,0,3,44,0.0,1
4,0,4,45,0.0,1
5,0,5,46,0.0,1
6,0,6,47,2.5000000000000226,1
7,0,7,48,20.500000000000213,1
8,0,8,49,58.00000000000008,1
9,0,9,50,79.0,1
10,1,0,41,0.0,1
11,1,1,42,0.0,1
12,1,2,43,0.0,1
13,1,3,44,0.0,1
14,1,4,45,0.0,1
15,1,5,46,0.0,1
16,1,6,47,0.0,1
17,1,7,48,3.0000000000000226,1
18,1,8,49,45.99999999999991,1
19,1,9,50,67.99999999999991,1
20,2,0,41,0.0,1
21,2,1,42,0.0,1
22,2,2,43,0.0,1
23,2,3,44,0.0,1
24,2,4,45,0.0,1
25,2,5,46,0.0,1
26,2,6,47,0.0,1
27,2,7,48,12.5000000000001,1
28,2,8,49,33.00000000000013,1
29,2,9,50,53.00000000000003,1
