,series,trial,intensity,rating,fired
0,0,0,41,6.000000000000059,1
1,0,1,42,10.000000000000027,1
2,0,2,43,11.500000000000135,1
3,0,3,44,16.500000000000078,1
4,0,4,45,31.50000000000004,1
5,0,5,46,48.50000000000004,1
6,0,6,47,55.49999999999991,1
7,0,7,48,77.50000000000001,1
8,1,0,41,4.500000000000164,1
9,1,1,42,8.500000000000096,1
10,1,2,43,14.000000000000137,1
11,1,3,44,15.000000000000032,1
12,1,4,45,23.500000000000163,1
13,1,5,46,32.000000000000135,1
14,1,6,47,51.99999999999996,1
15,1,7,48,86.00000000000006,1
16,2,0,41,1.5000000000000675,1
17,2,1,42,5.500000000000023,1
18,2,2,43,17.000000000000174,1
19,2,3,44,14.000000000000137,1
20,2,4,45,15.500000000000032,1
21,2,5,46,27.00000000000001,1
22,2,6,47,49.00000000000007,1
23,2,7,48,86.00000000000009,1
