,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,6.000000000000201,1
2,0,2,43,15.500000000000139,1
3,0,3,44,9.500000000000098,1
4,0,4,45,26.00000000000005,1
5,0,5,46,60.49999999999993,1
6,0,6,47,84.5,1
7,0,7,48,97.50000000000026,1
8,1,0,41,0.5000000000000673,1
9,1,1,42,5.000000000000164,1
10,1,2,43,14.00000000000003,1
11,1,3,44,27.99999999999997,1
12,1,4,45,44.99999999999994,1
13,1,5,46,57.49999999999994,1
14,1,6,47,76.99999999999987,1
15,1,7,48,96.99999999999996,1
16,2,0,41,0.0,1
17,2,1,42,2.9999999999999964,1
18,2,2,43,11.500000000000028,1
19,2,3,44,15.500000000000139,1
20,2,4,45,17.500000000000007,1
21,2,5,46,51.99999999999989,1
22,2,6,47,83.99999999999984,1
23,2,7,48,100.0,1
