,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,0.0,1
3,0,3,44,1.0000000000000002,1
4,0,4,45,3.0000000000001292,1
5,0,5,46,14.000000000000004,1
6,0,6,47,37.000000000000014,1
7,0,7,48,61.99999999999985,1
8,1,0,41,1.5000000000000002,1
9,1,1,42,6.500000000000201,1
10,1,2,43,9.999999999999991,1
11,1,3,44,18.00000000000007,1
12,1,4,45,22.00000000000017,1
13,1,5,46,28.000000000000114,1
14,1,6,47,37.000000000000014,1
15,2,0,41,0.0,1
16,2,1,42,1.5000000000000002,1
17,2,2,43,5.50000000000013,1
18,2,3,44,10.000000000000062,1
19,2,4,45,21.000000000000068,1
20,2,5,46,34.499999999999986,1
21,2,6,47,42.49999999999993,1
