series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,Welcome.stopped,instructions2.started,instructions2.stopped,instructions_start_ramp.started,instructions_start_ramp.stopped,confirm_continue.started,key_resp_8.started,confirm_continue.stopped,intensity,wait1_dur,wait.started,wait.stopped,therm_trig.started,therm_trig.stopped,rating_scale.started,rating_scale.stopped,rating,ratingScale.response,ratingScale.rt,press_when_ready.started,text_2.started,key_resp_3.started,press_when_ready.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,bloc_terminé.started,bloc_terminé.stopped,compile_ramps.started,compile_ramps.stopped,deuxieme_start.started,deuxieme_start.stopped,press_when_ready2.started,text_9.started,press_when_ready2.stopped,wait_2.started,wait_2.stopped,therm_trig2.started,therm_trig2.stopped,rating_scale2.started,ratingScale_2.started,rating_scale2.stopped,keyResp_2.keys,therm_value,ratingScale_2.response,ratingScale_2.rt,thank_you_output_code.started,thank_you_output_code.stopped,participant,com_thermode,nramps,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,1163.3931074000138,,0.01556270002038218,1153.42704520002,1153.42706300001,1160.510663299996,1160.5114474000002,1163.377375000011,1163.3780604000203,1163.3931074000138,1173.6611151999969,41,2.1,1173.6615103000076,1175.7771853000158,1175.777201000019,1185.7782767000026,1185.7782899000158,1206.6155020000006,0.0,0.0,20.755,1206.6158551000117,1206.6274630000116,1206.6274630000116,1211.4286710000015,y,4.798628100019414,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
0,0,0,0,1,0,1,0,,,,,1211.4442217000178,,,,,,,,1211.4294113000215,1211.4442217000178,1214.0451903000067,42,2.3,1214.0454655000067,1216.3448279000004,1216.344843400002,1226.3460536000202,1226.3460663000005,1242.0030321000086,5.4999999999999964,5.4999999999999964,15.589,1242.003879900003,1242.0282906000211,1242.0282906000211,1245.445952900016,y,3.405617300013546,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
0,0,0,0,2,0,2,0,,,,,1245.4616937999963,,,,,,,,1245.4465193000215,1245.4616937999963,1247.4627021000197,43,2.2,1247.462972600013,1249.6623342999956,1249.6623495999957,1259.663286199997,1259.6632989000063,1277.8681351999985,27.500000000000078,27.500000000000078,18.137,1277.8686681000108,1277.8792466000014,1277.8792466000014,1280.8467577999982,y,2.950400100002298,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
0,0,0,0,3,0,3,0,,,,,1280.8625222000119,,,,,,,,1280.847331099998,1280.8625222000119,1282.7303489000187,44,2.0,1282.7306175999984,1284.7297993999964,1284.729814899998,1294.7309726999956,1294.7309852000035,1301.7370037999935,43.00000000000006,43.00000000000006,6.938,1301.7378762000008,1301.7630690000078,1301.7630690000078,1305.0809121000057,y,3.3104412999819033,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
0,0,0,0,4,0,4,0,,,,,1305.0965464000183,,,,,,,,1305.081481000001,1305.0965464000183,1307.5474639000022,45,2.0,1307.5477339000208,1309.5470422999933,1309.5470571000187,1319.547990000021,1319.548002800002,1327.3005715000036,40.50000000000007,40.50000000000007,7.684,1327.3008611999976,1327.313614100014,1327.313614100014,1330.5481536000152,y,3.2319334000058006,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
0,0,0,0,5,0,5,0,,,,,1330.5636910000176,,,,,,,,1330.5487282999966,1330.5636910000176,1332.5979987000173,46,2.1,1332.5982619000133,1334.697672600014,1334.697687900014,1344.6986635000212,1344.6986767000053,1356.3355229000153,40.0,40.0,11.569,1356.3358125000086,1356.3476338000037,1356.3476338000037,1359.9486809000082,y,3.5935504999943078,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
0,0,0,0,6,0,6,0,,,,,1359.9644777000067,,,,,,,,1359.9492594000185,1359.9644777000067,1363.6322511000035,47,2.0,1363.6325204000168,1365.6317912999948,1365.6318063000217,1375.6327889999957,1375.6328015000036,1383.2222401000035,54.00000000000002,54.00000000000002,7.522,1383.2230922000017,1383.2483460000076,1383.2483460000076,1387.6661008000083,y,4.416576400020858,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
0,0,0,0,7,0,7,0,,,,,1387.6818228000193,,,,,,,,1387.6666789000155,1387.6818228000193,1389.4493619000132,48,2.4,1389.4496294000128,1391.8489778999938,1391.848993599997,1401.850056299998,1401.850068700005,1404.3870801000157,60.0,60.0,2.469,1404.3877479000075,1404.3988407000143,1404.3988407000143,1409.3832402999979,n,4.974362299981294,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409.3836515000148,1413.3828090000025,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
1,0,1,0,0,0,0,0,,,,,1418.7658893000043,,,,,,1413.3830687000009,1418.7499717000173,1418.7506958000013,1418.7658893000043,1421.1000763000047,41,2.2,1421.1004463999998,1423.299680600001,1423.2996967000072,1433.3007723000192,1433.3007871000154,1442.055199800001,4.500000000000067,4.500000000000067,8.686,1442.0557760999945,1442.0663478000206,1442.0663478000206,1444.1674158000096,y,2.095131499983836,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
1,0,1,0,1,0,1,0,,,,,1444.1830441000056,,,,,,,,1444.1681424000126,1444.1830441000056,1454.967625499994,42,2.2,1454.9679069000122,1457.1672182000184,1457.1672334000177,1467.1682346000161,1467.1682473999972,1473.392049999995,14.000000000000075,14.000000000000075,6.155,1473.3929155000078,1473.4170690000174,1473.4170690000174,1476.834983800014,y,3.412382200011052,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
1,0,1,0,2,0,2,0,,,,,1476.8504848000011,,,,,,,,1476.8355594000022,1476.8504848000011,1479.5181158000196,43,2.4,1479.5183768999996,1481.9177685000177,1481.9177843999933,1491.9187063999998,1491.9187195000122,1495.6062515999947,27.00000000000001,27.00000000000001,3.62,1495.6069999000174,1495.6177095000166,1495.6177095000166,1498.2185181000095,y,2.5994420999777503,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
1,0,1,0,3,0,3,0,,,,,1498.2342927000136,,,,,,,,1498.2190872000065,1498.2342927000136,1500.8019119999954,44,2.0,1500.802174100012,1502.8015793999948,1502.8015945999941,1512.8026187000214,1512.8026312000002,1518.2230284000107,34.49999999999995,34.49999999999995,5.353,1518.2234348000202,1518.234787399997,1518.234787399997,1521.8692736999947,y,3.630435800005216,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
1,0,1,0,4,0,4,0,,,,,1521.884971100022,,,,,,,,1521.869837300008,1521.884971100022,1523.7360320000153,45,2.3,1523.7362967999943,1526.03549140002,1526.035507099994,1536.036537900014,1536.0365505999944,1542.3724548000027,48.00000000000008,48.00000000000008,6.268,1542.3727434000175,1542.3853320000053,1542.3853320000053,1545.0196503000043,y,2.6191274000157136,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
1,0,1,0,5,0,5,0,,,,,1545.0354149000195,,,,,,,,1545.020221600018,1545.0354149000195,1546.8709746999957,46,2.5,1546.8717505999957,1549.3692549999978,1549.369270700001,1559.3703194000118,1559.3703322999936,1566.991726200009,51.49999999999992,51.49999999999992,7.554,1566.992552300013,1567.0026994000073,1567.0026994000073,1569.1535544999933,y,2.146632199990563,None,,,,,,,,,,,,,,,,,,,,,,,sub-005,COM3,3,2024-01-25_10h21.34.554,2024_RDpaindiscrimination_calibration,2023.2.3,60.01053785383992,2024-01-25 10h21.46.004074 -0500,
