,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,10.000000000000169,1
2,0,2,43,25.49999999999998,1
3,0,3,44,46.999999999999915,1
4,0,4,45,56.500000000000085,1
5,0,5,46,70.0,1
6,0,6,47,87.00000000000006,1
7,1,0,41,0.5000000000000584,1
8,1,1,42,7.000000000000131,1
9,1,2,43,11.500000000000073,1
10,1,3,44,17.500000000000032,1
11,1,4,45,38.00000000000004,1
12,1,5,46,58.49999999999997,1
13,1,6,47,73.49999999999991,1
14,1,7,48,92.00000000000003,1
15,2,0,41,5.842548667089886e-14,1
16,2,1,42,3.0000000000000226,1
17,2,2,43,4.0000000000002,1
18,2,3,44,11.000000000000064,1
19,2,4,45,37.49999999999997,1
20,2,5,46,59.999999999999936,1
21,2,6,47,71.99999999999986,1
22,2,7,48,89.50000000000014,1
