,series,trial,intensity,rating,fired
0,0,0,41,4.0000000000002,1
1,0,1,42,18.000000000000036,1
2,0,2,43,25.000000000000064,1
3,0,3,44,37.50000000000001,1
4,0,4,45,47.50000000000004,1
5,0,5,46,62.49999999999993,1
6,0,6,47,74.4999999999998,1
7,0,7,48,94.50000000000006,1
8,1,0,41,4.9999999999999964,1
9,1,1,42,10.0,1
10,1,2,43,12.500000000000135,1
11,1,3,44,24.500000000000092,1
12,1,4,45,30.000000000000043,1
13,1,5,46,42.0,1
14,1,6,47,52.5000000000001,1
15,1,7,48,84.50000000000006,1
16,2,0,41,1.0000000000000673,1
17,2,1,42,3.000000000000058,1
18,2,2,43,9.999999999999991,1
19,2,3,44,24.00000000000002,1
20,2,4,45,32.50000000000003,1
21,2,5,46,40.500000000000036,1
22,2,6,47,86.99999999999996,1
