,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,0.0,1
3,0,3,44,2.5000000000000937,1
4,0,4,45,10.0,1
5,0,5,46,46.00000000000012,1
6,0,6,47,100.0,1
7,1,0,41,0.0,1
8,1,1,42,0.0,1
9,1,2,43,0.0,1
10,1,3,44,0.0,1
11,1,4,45,1.999999999999988,1
12,1,5,46,10.500000000000027,1
13,1,6,47,19.500000000000078,1
14,1,7,48,48.49999999999991,1
15,1,8,49,100.0,1
16,2,0,41,0.0,1
17,2,1,42,0.0,1
18,2,2,43,0.0,1
19,2,3,44,0.0,1
20,2,4,45,1.499999999999997,1
21,2,5,46,6.000000000000094,1
22,2,6,47,10.0,1
23,2,7,48,50.0,1
24,2,8,49,71.99999999999991,1
25,2,9,50,80.99999999999987,1
