,series,trial,intensity,rating,fired
0,0,0,41,8.00000000000006,1
1,0,1,42,7.500000000000096,1
2,0,2,43,12.000000000000028,1
3,0,3,44,11.50000000000017,1
4,0,4,45,19.500000000000078,1
5,0,5,46,21.50000000000003,1
6,0,6,47,39.50000000000014,1
7,0,7,48,49.50000000000011,1
8,0,8,49,68.99999999999997,1
9,0,9,50,70.99999999999986,1
10,1,0,41,14.000000000000101,1
11,1,1,42,12.500000000000073,1
12,1,2,43,10.0,1
13,1,3,44,30.000000000000178,1
14,1,4,45,36.50000000000012,1
15,1,5,46,38.99999999999993,1
16,1,6,47,43.0000000000001,1
17,1,7,48,56.50000000000005,1
18,1,8,49,50.0,1
19,2,0,41,15.499999999999996,1
20,2,1,42,14.500000000000004,1
21,2,2,43,27.99999999999997,1
22,2,3,44,34.00000000000009,1
23,2,4,45,42.500000000000064,1
24,2,5,46,40.499999999999964,1
25,2,6,47,42.0,1
26,2,7,48,55.000000000000085,1
27,2,8,49,71.99999999999983,1
