,series,trial,intensity,rating,fired
0,0,0,41,2.9999999999999876,1
1,0,1,42,4.000000000000067,1
2,0,2,43,10.500000000000062,1
3,0,3,44,20.000000000000036,1
4,0,4,45,23.499999999999986,1
5,0,5,46,33.50000000000009,1
6,0,6,47,38.99999999999997,1
7,0,7,48,48.4999999999999,1
8,0,8,49,52.999999999999886,1
9,0,9,50,72.99999999999989,1
10,1,0,41,5.500000000000201,1
11,1,1,42,8.50000000000007,1
12,1,2,43,12.00000000000017,1
13,1,3,44,22.00000000000003,1
14,1,4,45,25.500000000000192,1
15,1,5,46,35.500000000000014,1
16,1,6,47,44.499999999999986,1
17,1,7,48,55.99999999999987,1
18,1,8,49,71.9999999999999,1
19,2,0,41,4.000000000000093,1
20,2,1,42,8.500000000000025,1
21,2,2,43,16.000000000000078,1
22,2,3,44,23.500000000000057,1
23,2,4,45,22.99999999999999,1
24,2,5,46,26.000000000000085,1
25,2,6,47,43.50000000000009,1
26,2,7,48,52.99999999999996,1
27,2,8,49,68.5,1
