,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,11.500000000000028,1
2,0,2,43,15.500000000000103,1
3,0,3,44,19.000000000000142,1
4,0,4,45,20.0,1
5,0,5,46,26.500000000000085,1
6,0,6,47,39.50000000000014,1
7,0,7,48,51.00000000000003,1
8,0,8,49,64.49999999999999,1
9,1,0,41,4.5000000000002,1
10,1,1,42,5.50000000000013,1
11,1,2,43,12.499999999999993,1
12,1,3,44,3.0000000000000226,1
13,1,4,45,15.500000000000103,1
14,1,5,46,18.000000000000142,1
15,1,6,47,31.000000000000032,1
16,1,7,48,50.0,1
17,1,8,49,63.49999999999986,1
18,2,0,41,6.4999999999999964,1
19,2,1,42,10.000000000000062,1
20,2,2,43,6.00000000000013,1
21,2,3,44,13.000000000000004,1
22,2,4,45,24.499999999999986,1
23,2,5,46,32.99999999999996,1
24,2,6,47,50.999999999999886,1
25,2,7,48,67.00000000000001,1
