,series,trial,intensity,rating,fired
0,0,0,41,19.000000000000007,1
1,0,1,42,26.999999999999975,1
2,0,2,43,18.500000000000007,1
3,0,3,44,47.50000000000004,1
4,0,4,45,80.0,1
5,0,5,46,86.49999999999989,1
6,0,6,47,100.0,1
7,1,0,41,0.0,1
8,1,1,42,0.0,1
9,1,2,43,16.000000000000078,1
10,1,3,44,19.000000000000178,1
11,1,4,45,50.99999999999996,1
12,1,5,46,90.99999999999994,1
13,1,6,47,100.0,1
14,2,0,41,0.0,1
15,2,1,42,7.000000000000068,1
16,2,2,43,0.0,1
17,2,3,44,0.0,1
18,2,4,45,37.50000000000008,1
19,2,5,46,68.00000000000004,1
20,2,6,47,100.0,1
