,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,5.000000000000164,1
2,0,2,43,2.000000000000165,1
3,0,3,44,4.500000000000022,1
4,0,4,45,5.500000000000201,1
5,0,5,46,9.00000000000006,1
6,0,6,47,13.500000000000101,1
7,0,7,48,28.000000000000185,1
8,0,8,49,38.00000000000015,1
9,1,0,41,0.0,1
10,1,1,42,0.0,1
11,1,2,43,0.0,1
12,1,3,44,0.0,1
13,1,4,45,3.000000000000067,1
14,1,5,46,0.500000000000165,1
15,1,6,47,3.500000000000067,1
16,1,7,48,8.000000000000131,1
17,1,8,49,21.500000000000135,1
18,2,0,41,0.0,1
19,2,1,42,0.0,1
20,2,2,43,0.0,1
21,2,3,44,0.0,1
22,2,4,45,0.0,1
23,2,5,46,0.0,1
24,2,6,47,2.4999999999999964,1
25,2,7,48,3.5000000000002003,1
26,2,8,49,11.000000000000028,1
27,2,9,50,26.000000000000057,1
