trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,threshold,slope,lowerAsymptote,lapseRate,pic_a_utiliser,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,33.36439660002361,,0.013704600016353652,33.34876130000339,33.34949740002048,38.34837089999928,38.34838310000487,38.36450480000349,45.84801730001345,45.84801730001345,48.56474690002506,48.84807300000102,48.84807300000102,48.83193980000215,3.49,4.56,424,455,7.5,3.5,1.2,0.75,459,0,463,0.4000000000000001,None,None,,,,,,,,,,,,sub-005,COM3,45.9,2024-01-25_11h03.08.051,2024_RDpaindiscrimination_QUEST,2023.2.3,60.010501840940776,2024-01-25 11h03.24.896482 -0500,
1,0,1,0,48.84807300000102,,,,48.83481430000393,53.832010000012815,53.832021900016116,53.848213700024644,61.348375500005204,61.348375500005204,64.04843490000349,64.36510360002285,64.36510360002285,64.33236080000643,3.83,4.22,458,422,7.5,3.5,1.2,0.75,459,1,464,0.5000000000000001,1,n,1.1138078999938443,None,,,,,,,,,,sub-005,COM3,45.9,2024-01-25_11h03.08.051,2024_RDpaindiscrimination_QUEST,2023.2.3,60.010501840940776,2024-01-25 11h03.24.896482 -0500,
2,0,2,0,64.36510360002285,,,,64.33686360000866,69.34864470001776,69.34865490000811,69.36524880002253,76.84873010002775,76.84873010002775,79.56546020001406,79.84882070001913,79.84882070001913,79.83276889999979,3.9,4.15,465,415,7.5,3.5,1.2,0.75,459,2,466,0.7000000000000002,1,n,1.1338183999760076,None,,,,,,,,,,sub-005,COM3,45.9,2024-01-25_11h03.08.051,2024_RDpaindiscrimination_QUEST,2023.2.3,60.010501840940776,2024-01-25 11h03.24.896482 -0500,
3,0,3,0,79.84882070001913,,,,79.83938990000752,84.83274270000402,84.83275370000047,84.84894750002422,92.34911270000157,92.34911270000157,95.04914070002269,95.3491905000119,95.3491905000119,95.33303259999957,4.07,3.98,482,398,7.5,3.5,1.2,0.75,459,3,466,0.7000000000000002,1,n,1.1568941999867093,None,,,,,,,,,,sub-005,COM3,45.9,2024-01-25_11h03.08.051,2024_RDpaindiscrimination_QUEST,2023.2.3,60.010501840940776,2024-01-25 11h03.24.896482 -0500,
4,0,4,0,95.3491905000119,,,,95.33829250000417,100.33315790002234,100.33316890001879,100.34928920000675,107.84947930002818,107.84947930002818,110.54966000001878,110.84953610002412,110.84953610002412,110.83344750001561,4.05,4.0,480,400,7.5,3.5,1.2,0.75,459,0,465,0.6000000000000001,0,m,1.6005921999749262,None,,,,,,,,,,sub-005,COM3,45.9,2024-01-25_11h03.08.051,2024_RDpaindiscrimination_QUEST,2023.2.3,60.010501840940776,2024-01-25 11h03.24.896482 -0500,
5,0,5,0,110.84953610002412,,,,110.83949490002124,115.83329560002312,115.83330640001805,115.84967650001636,123.34984230002738,123.34984230002738,126.04991000000155,126.3498958000273,126.3498958000273,126.33377730002394,3.91,4.14,466,413,7.5,3.5,1.2,0.75,459,1,468,0.9000000000000001,1,n,1.0603374999773223,None,,,,,,,,,,sub-005,COM3,45.9,2024-01-25_11h03.08.051,2024_RDpaindiscrimination_QUEST,2023.2.3,60.010501840940776,2024-01-25 11h03.24.896482 -0500,
6,0,6,0,126.3498958000273,,,,126.33816300000763,131.33381630000076,131.3338275999995,131.35004400002072,138.85019190001185,138.85019190001185,141.5502527000208,141.85027860000264,141.85027860000264,141.83413450000808,3.45,4.6,420,459,7.5,3.5,1.2,0.75,459,2,466,0.7000000000000002,1,n,0.9443250000185799,None,,,,,,,,,,sub-005,COM3,45.9,2024-01-25_11h03.08.051,2024_RDpaindiscrimination_QUEST,2023.2.3,60.010501840940776,2024-01-25 11h03.24.896482 -0500,
7,0,7,0,141.85027860000264,,,,141.84016580000753,146.83420360001037,146.83421480000834,146.85040660001687,154.35055080000893,154.35055080000893,157.0506185000122,157.35060720000183,157.35060720000183,157.3346128000121,3.53,4.52,428,451,7.5,3.5,1.2,0.75,459,3,466,0.7000000000000002,1,n,1.1564605000021402,None,,,,,,,,,,sub-005,COM3,45.9,2024-01-25_11h03.08.051,2024_RDpaindiscrimination_QUEST,2023.2.3,60.010501840940776,2024-01-25 11h03.24.896482 -0500,
8,0,8,0,157.35060720000183,,,,157.33986400000867,162.33459300000686,162.33460420000483,162.3507682000054,169.85092090000398,169.85092090000398,172.5509864000196,172.8509718000132,172.8509718000132,172.8349864000047,3.59,4.46,434,446,7.5,3.5,1.2,0.75,459,0,467,0.8000000000000003,1,n,1.3193095000169706,None,,,,,,,,,,sub-005,COM3,45.9,2024-01-25_11h03.08.051,2024_RDpaindiscrimination_QUEST,2023.2.3,60.010501840940776,2024-01-25 11h03.24.896482 -0500,
9,0,9,0,172.8509718000132,,,,172.8410318000242,177.83494200001587,177.83495300001232,177.8511387000035,185.35130280000158,185.35130280000158,188.05134730000282,188.35137710001436,188.35137710001436,188.33525570001802,3.78,4.27,453,426,7.5,3.5,1.2,0.75,459,1,467,0.8000000000000003,1,n,1.0584857999929227,None,,,,,,,,,,sub-005,COM3,45.9,2024-01-25_11h03.08.051,2024_RDpaindiscrimination_QUEST,2023.2.3,60.010501840940776,2024-01-25 11h03.24.896482 -0500,
