trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,loop_eval_discri.thisRepN,loop_eval_discri.thisTrialN,loop_eval_discri.thisN,loop_eval_discri.thisIndex,loop_eval.thisRepN,loop_eval.thisTrialN,loop_eval.thisN,loop_eval.thisIndex,loop_discri.thisRepN,loop_discri.thisTrialN,loop_discri.thisN,loop_discri.thisIndex,thisRow.t,notes,Set_up.started,Set_up.stopped,electrode_check.started,electrode_check.stopped,instructions_eval.started,instructions_eval.stopped,pause_5_test.started,pause_5_test.stopped,Phase_Test.started,thermode_locali.started,thermode_locali.stopped,Phase_Test.stopped,loca_thermode,condition,temp_trial_sent,eval_douleur.started,eval_douleur.stopped,ratingScale.response,ratingScale.rt,Fin_test.started,text.started,Fin_test.stopped,pause_5_EVA.started,pause_5_EVA.stopped,tâche_EVA.started,thermode_locali_EVA.started,thermode_locali_EVA.stopped,tâche_EVA.stopped,instructions_discrim.started,instructions_discrim.stopped,pause_5_pic.started,pause_5_pic.stopped,tâche_PIC.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,tâche_PIC.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,dur_pic,dur_rise,pic_presence,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,break_entre_bloc.started,break_entre_bloc.stopped,merci.started,merci.stopped,participant,temp_flat,temp_active,temp_pic_set,com_thermode,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,115.08580960007384,,0.018005300080403686,110.86935749999247,110.86975479999091,113.0527473000111,113.05275550007354,115.0695886000758,115.0698882000288,120.06945680000354,120.06946370005608,120.08588250004686,132.10263740003575,132.06988630001433,0,inactive,46.4,132.0701092000818,134.85531650006305,47.499999999999986,2.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,134.86948790005408,,,,,,,,134.8566338000819,139.85300460003782,139.8530114000896,139.86946389998775,151.88631450000685,151.85339569998905,1,active,44.1,151.85354190005455,154.28864939999767,10.000000000000098,2.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,154.3031152000185,,,,,,,,154.28939390007872,159.28656899998896,159.28657580004074,159.30306290008593,171.3198647000827,171.28711939998902,2,inactive,46.4,171.28726080001798,174.2051612000214,49.9999999999999,2.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,174.21980570000596,,,,,,,,174.2059370999923,179.20344820001628,179.20345470006578,179.2198803999927,191.23674480000045,191.20387770002708,3,active,44.1,191.2040231000865,194.15559390001,7.500000000000096,2.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,194.17011920001823,,,,,,,,194.1563421000028,199.15368250000756,199.1536889000563,199.17018030001782,211.18698160001077,211.1541373000946,0,inactive,46.4,211.15428670006804,214.40519510000013,46.499999999999986,3.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,214.4203435999807,,,,,,,,214.40595980000217,219.40389900002629,219.40390550007578,219.42032530007418,231.43718640005682,231.40430040005594,1,active,44.1,231.40444110007957,233.5073053999804,8.000000000000025,2.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,233.520555300056,,,,,,,,233.50814050005283,238.50401760009117,238.50402410002425,238.52052380004898,250.5373994000256,250.50448200001847,2,inactive,46.4,250.50462690007407,254.35596790001728,51.500000000000064,3.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,254.37079740001354,,,,,,,,254.3567958000349,259.3543514000485,259.3543584999861,259.3707351000048,271.38765110005625,271.35486920003314,3,inactive,46.4,271.35501900000963,273.3410589999985,50.99999999999993,1.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,273.35433410003316,,,,,,,,273.3418820000952,278.33792359998915,278.33793170005083,278.35431080008857,290.3711933000013,290.33830370008945,0,active,44.1,290.33844339998905,293.9902438999852,4.0000000000002,3.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,294.0045627000509,,,,,,,,293.99070540000685,298.988130700076,298.9881371000083,299.0045624000486,311.02142610005103,310.9886026000604,1,inactive,46.4,310.98874250007793,312.4908739000093,54.499999999999986,1.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,10,0,10,0,,,,,,,,,,,,,312.50476280006114,,,,,,,,312.49168390000705,317.4883411000483,317.4883474999806,317.504752799985,329.52162610006053,329.4887423000764,2,active,44.1,329.48888600000646,332.35831510007847,6.00000000000013,2.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,11,0,11,0,,,,,,,,,,,,,332.3716649999842,,,,,,,,332.35911820002366,337.35510769998655,337.3551149000414,337.37163409998175,349.3885226000566,349.3556256000884,3,inactive,46.4,349.35577470005956,352.0239941000473,58.00000000000008,2.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,12,0,12,0,,,,,,,,,,,,,352.03855910000857,,,,,,,,352.02472330001183,357.02193630009424,357.0219420000212,357.03850200003944,369.0552891000407,369.02245580009185,0,active,44.1,369.0226068000775,371.9572508999845,4.499999999999988,2.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,13,0,13,0,,,,,,,,,,,,,371.9721235000761,,,,,,,,371.95752480009105,376.9556993000442,376.95570619998034,376.9721675000619,388.9889713000739,388.9561946000904,1,inactive,46.4,388.9563481999794,390.6409114000853,57.000000000000014,1.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,14,0,14,0,,,,,,,,,,,,,390.6556054999819,,,,,,,,390.6417092999909,395.63913360005245,395.6391400999855,395.6556043000892,407.67240350006614,407.6395200000843,2,active,44.1,407.639665100025,410.55907299998216,5.500000000000094,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,15,0,15,0,,,,,,,,,,,,,410.5724670999916,,,,,,,,410.55984460003674,415.5559997999808,415.556010600063,415.5725003000116,427.5893545000581,427.5565186000895,3,active,44.1,427.5566611000104,430.5246838000603,9.000000000000131,2.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,445.6561779000331,,,,,,444.4069776000688,445.6397736000363,,,,,,,0,active,46.4,462.6400430999929,465.22471660003066,41.00000000000003,2.566,430.52521510003135,430.5393991000019,444.40662270004395,445.6400824000593,450.63972740003373,450.63973410008475,450.65620359999593,462.6729987000581,462.6400348000461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-019,46.4,44.1,47.35,COM3,2024-02-08_12h34.51.844,2024_RDpaindiscrimination_maintask,2023.2.3,59.993400703609076,2024-02-08 12h35.15.102135 -0500,
