,series,trial,intensity,rating,fired
0,0,0,41,3.0,1
1,0,1,42,6.500000000000201,1
2,0,2,43,9.000000000000167,1
3,0,3,44,14.500000000000066,1
4,0,4,45,16.000000000000007,1
5,0,5,46,39.500000000000036,1
6,0,6,47,61.50000000000003,1
7,0,7,48,65.49999999999991,1
8,1,0,41,3.0000000000000226,1
9,1,1,42,2.5000000000002003,1
10,1,2,43,7.500000000000025,1
11,1,3,44,10.000000000000098,1
12,1,4,45,10.000000000000169,1
13,1,5,46,32.49999999999996,1
14,1,6,47,58.49999999999997,1
15,2,0,41,1.0000000000001295,1
16,2,1,42,3.5000000000002003,1
17,2,2,43,6.000000000000059,1
18,2,3,44,10.0,1
19,2,4,45,20.000000000000036,1
20,2,5,46,26.00000000000005,1
21,2,6,47,48.00000000000008,1
22,2,7,48,62.49999999999985,1
