,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,0.0,1
3,0,3,44,2.000000000000165,1
4,0,4,45,4.000000000000058,1
5,0,5,46,19.000000000000036,1
6,0,6,47,27.500000000000114,1
7,0,7,48,64.99999999999991,1
8,0,8,49,81.4999999999998,1
9,1,0,41,0.0,1
10,1,1,42,4.000000000000129,1
11,1,2,43,2.9999999999999964,1
12,1,3,44,3.500000000000058,1
13,1,4,45,12.500000000000064,1
14,1,5,46,23.000000000000203,1
15,1,6,47,51.99999999999989,1
16,1,7,48,77.49999999999997,1
17,2,0,41,5.4999999999999964,1
18,2,1,42,4.4999999999999964,1
19,2,2,43,8.50000000000006,1
20,2,3,44,13.500000000000066,1
21,2,4,45,16.00000000000021,1
22,2,5,46,10.0,1
23,2,6,47,61.99999999999985,1
24,2,7,48,78.49999999999986,1
