,series,trial,intensity,rating,fired
0,0,0,41,16.500000000000032,1
1,0,1,42,14.000000000000066,1
2,0,2,43,24.5000000000002,1
3,0,3,44,32.0000000000001,1
4,0,4,45,40.000000000000036,1
5,0,5,46,48.500000000000114,1
6,0,6,47,80.0,1
7,0,7,48,91.50000000000003,1
8,0,8,49,100.0,1
9,1,0,41,10.0,1
10,1,1,42,15.500000000000174,1
11,1,2,43,24.500000000000057,1
12,1,3,44,27.500000000000043,1
13,1,4,45,44.50000000000009,1
14,1,5,46,56.99999999999997,1
15,1,6,47,80.49999999999986,1
16,1,7,48,100.0,1
17,2,0,41,0.0,1
18,2,1,42,3.0000000000001648,1
19,2,2,43,11.00000000000017,1
20,2,3,44,15.500000000000005,1
21,2,4,45,17.000000000000007,1
22,2,5,46,47.500000000000114,1
23,2,6,47,83.99999999999984,1
24,2,7,48,100.0,1
