,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,15.500000000000032,1
2,0,2,43,15.500000000000005,1
3,0,3,44,33.00000000000013,1
4,0,4,45,45.000000000000085,1
5,0,5,46,55.000000000000085,1
6,0,6,47,63.99999999999992,1
7,0,7,48,71.99999999999991,1
8,1,0,41,0.0,1
9,1,1,42,5.500000000000165,1
10,1,2,43,10.000000000000027,1
11,1,3,44,13.500000000000208,1
12,1,4,45,25.500000000000014,1
13,1,5,46,28.500000000000185,1
14,1,6,47,43.00000000000006,1
15,1,7,48,53.99999999999996,1
16,1,8,49,70.49999999999993,1
17,2,0,41,0.0,1
18,2,1,42,2.5000000000000226,1
19,2,2,43,5.000000000000093,1
20,2,3,44,9.000000000000131,1
21,2,4,45,13.000000000000004,1
22,2,5,46,20.000000000000178,1
23,2,6,47,35.50000000000012,1
24,2,7,48,54.00000000000009,1
25,2,8,49,71.49999999999982,1
