,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,0.0,1
3,0,3,44,12.000000000000064,1
4,0,4,45,19.000000000000213,1
5,0,5,46,45.00000000000006,1
6,0,6,47,52.999999999999964,1
7,0,7,48,62.49999999999993,1
8,1,0,41,0.0,1
9,1,1,42,0.0,1
10,1,2,43,0.0,1
11,1,3,44,4.500000000000058,1
12,1,4,45,5.999999999999988,1
13,1,5,46,11.500000000000002,1
14,1,6,47,35.500000000000156,1
15,1,7,48,44.999999999999986,1
16,2,0,41,0.0,1
17,2,1,42,0.0,1
18,2,2,43,0.0,1
19,2,3,44,0.0,1
20,2,4,45,9.000000000000071,1
21,2,5,46,45.49999999999994,1
22,2,6,47,55.99999999999991,1
23,2,7,48,59.999999999999964,1
