series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,Welcome.stopped,instructions2.started,instructions2.stopped,instructions_start_ramp.started,instructions_start_ramp.stopped,confirm_continue.started,key_resp_8.started,confirm_continue.stopped,intensity,wait1_dur,wait.started,wait.stopped,therm_trig.started,therm_trig.stopped,rating_scale.started,rating_scale.stopped,rating,ratingScale.response,ratingScale.rt,press_when_ready.started,text_2.started,key_resp_3.started,press_when_ready.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,bloc_terminé.started,bloc_terminé.stopped,compile_ramps.started,compile_ramps.stopped,deuxieme_start.started,deuxieme_start.stopped,press_when_ready2.started,text_9.started,press_when_ready2.stopped,wait_2.started,wait_2.stopped,therm_trig2.started,therm_trig2.stopped,rating_scale2.started,ratingScale_2.started,rating_scale2.stopped,keyResp_2.keys,therm_value,ratingScale_2.response,ratingScale_2.rt,thank_you_output_code.started,thank_you_output_code.stopped,participant,com_thermode,nramps,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,250.11369330000161,,0.007810200000676559,239.64876640000148,239.6488113000014,245.24780649999957,245.24858020000102,250.0981651000002,250.09887860000163,250.11369330000161,252.19820840000102,41,2.1,252.19859980000183,254.29770270000154,254.2977178000001,264.2987128999994,264.2987256999986,274.5918211999997,9.500000000000204,9.500000000000204,10.182,274.59291099999973,274.61427040000126,274.61427040000126,280.73219550000067,y,6.113171400000283,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
0,0,0,0,1,0,1,0,,,,,280.7477518000014,,,,,,,,280.7329451000005,280.7477518000014,281.3653951000015,42,2.3,281.3656572,283.6650418999998,283.6650569000012,293.6660441999993,293.6660564999984,297.6230706999995,18.000000000000036,18.000000000000036,3.888,297.6239495000009,297.64820379999946,297.64820379999946,301.5493524000012,y,3.8989421000005677,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
0,0,0,0,2,0,2,0,,,,,301.5649287999986,,,,,,,,301.54993789999935,301.5649287999986,302.3325392000006,43,2.3,302.33279720000064,304.6322953000017,304.6323096999986,314.6332766000014,314.63328860000183,320.4725924999984,33.0000000000001,33.0000000000001,5.77,320.47347810000065,320.4988258000012,320.4988258000012,329.6332285999997,y,9.123960699998861,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
0,0,0,0,3,0,3,0,,,,,329.64891590000116,,,,,,,,329.63381500000105,329.64891590000116,330.0998814000013,44,2.0,330.10013120000076,332.09946090000085,332.09947549999924,342.1005643999997,342.10057589999997,347.903327,47.500000000000114,47.500000000000114,5.734,347.90363010000146,347.91603029999897,347.91603029999897,351.5837085999992,y,3.6591531999984,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
0,0,0,0,4,0,4,0,,,,,351.5994328000015,,,,,,,,351.5842951000013,351.5994328000015,352.3670553000011,45,2.2,352.3673075000006,354.56672270000126,354.5667371000018,364.56777370000054,364.5677849999993,370.0697570000011,57.000000000000085,57.000000000000085,5.433,370.07005690000005,370.08322490000137,370.08322490000137,373.9342641000003,y,3.839545499999076,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
0,0,0,0,5,0,5,0,,,,,373.94996190000165,,,,,,,,373.9348495000013,373.94996190000165,374.71760129999893,46,2.2,374.71784409999964,376.9172359000004,376.91725059999953,386.9182946000001,386.91830649999974,390.5541455999992,66.99999999999997,66.99999999999997,3.567,390.55443699999887,390.5670238999992,390.5670238999992,394.13475330000074,n,3.5602326999978686,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.13516080000045,398.13437239999985,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
1,0,1,0,0,0,0,0,,,,,408.1842394999985,,,,,,398.1346263999985,408.1683701000002,408.1691075999988,408.1842394999985,408.8517400000019,41,2.4,408.85209079999913,411.2514537999996,411.2514685999995,421.25241000000096,421.2524221999993,426.2890370999994,14.500000000000075,14.500000000000075,4.967,426.28939119999995,426.30121879999933,426.30121879999933,429.102178000001,y,2.7898363999993308,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
1,0,1,0,1,0,1,0,,,,,429.1179516000011,,,,,,,,429.10291470000084,429.1179516000011,429.6355254000009,42,2.2,429.63576209999883,431.83517270000084,431.83518750000076,441.83627120000165,441.83628300000055,444.7424462000017,26.49999999999998,26.49999999999998,2.837,444.74333019999904,444.76831909999964,444.76831909999964,447.68594289999965,y,2.9064256999990903,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
1,0,1,0,2,0,2,0,,,,,447.70183539999925,,,,,,,,447.6865222000015,447.70183539999925,448.2194415999984,43,2.0,448.21969270000045,450.21894560000146,450.2189600999991,460.2200187000017,460.22003140000015,466.6072645999993,12.5000000000001,12.5000000000001,6.318,466.60802949999925,466.6189540000014,466.6189540000014,470.7865902000012,y,4.156058299999131,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
1,0,1,0,3,0,3,0,,,,,470.8023948000009,,,,,,,,470.7871723999997,470.8023948000009,471.55321529999856,44,2.4,471.55347130000155,473.95291240000006,473.95292699999845,483.95391240000026,483.95392419999916,487.4242118000002,38.500000000000114,38.500000000000114,3.401,487.4249595000001,487.43607110000085,487.43607110000085,490.4703960000006,y,3.023118400000385,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
1,0,1,0,4,0,4,0,,,,,490.48616010000114,,,,,,,,490.4709785999985,490.48616010000114,491.02054560000033,45,2.1,491.02081030000045,493.1199385,493.1199530999984,503.1210207000004,503.1210324999993,508.29500629999893,58.499999999999865,58.499999999999865,5.105,508.2958804000009,508.3198679999987,508.3198679999987,512.2208601999992,y,3.8943976999980805,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
1,0,1,0,5,0,5,0,,,,,512.2366556999987,,,,,,,,512.2214386000014,512.2366556999987,512.8375468000013,46,2.0,512.837786600001,514.837120799999,514.8371355000018,524.8382992000006,524.8383113999989,529.3946952000006,69.49999999999983,69.49999999999983,4.488,529.3955502999997,529.4204231000003,529.4204231000003,532.7047880999999,n,3.2823293000001286,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.7051930999987,536.7043067999984,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
2,0,2,0,0,0,0,0,,,,,540.0205682999986,,,,,,536.7045624999992,540.0047990999992,540.0055088000008,540.0205682999986,540.8216038999999,41,2.1,540.8219453999991,542.9211307000005,542.921145100001,552.9222040999994,552.9222162000005,557.3951826000011,3.5000000000002003,3.5000000000002003,4.405,557.3962327000008,557.4209808000014,557.4209808000014,560.0552605999983,y,2.621464100000594,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
2,0,2,0,1,0,1,0,,,,,560.0711446999994,,,,,,,,560.0559949999988,560.0711446999994,560.7219745000002,42,2.3,560.7222177000003,563.0216679000005,563.0216824999989,573.0226715999997,573.0226834999994,577.3577879000004,9.500000000000204,9.500000000000204,4.266,577.3580795000016,577.3714450000007,577.3714450000007,579.572402400001,y,2.1870520999982546,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
2,0,2,0,2,0,2,0,,,,,579.5881432999995,,,,,,,,579.5729764999996,579.5881432999995,580.3391282000011,43,2.5,580.3393780000006,582.8387484999985,582.8387640000001,592.8397909000014,592.8398029999989,598.0625766000012,17.000000000000078,17.000000000000078,5.154,598.0634519000014,598.0886718000002,598.0886718000002,600.7229490999998,y,2.6175960000000487,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
2,0,2,0,3,0,3,0,,,,,600.7386422000018,,,,,,,,600.7235260000016,600.7386422000018,601.2397253000017,44,2.4,601.2399737000014,603.6392421000019,603.6392569000018,613.6401783000001,613.6401903000005,616.1967526000008,27.49999999999997,27.49999999999997,2.487,616.1976137999991,616.2223651999993,616.2223651999993,619.4066907999986,y,3.17249709999669,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
2,0,2,0,4,0,4,0,,,,,619.4225336999989,,,,,,,,619.4072683000013,619.4225336999989,620.3067101999986,45,2.1,620.3069682999994,622.4063381000014,622.4063526999998,632.4073127000011,632.4073252000017,635.4435871999995,36.50000000000012,36.50000000000012,2.967,635.4438751000016,635.4561443999992,635.4561443999992,638.3741273000014,y,2.9106917999997677,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
2,0,2,0,5,0,5,0,,,,,638.3895239999983,,,,,,,,638.3757029000008,638.3895239999983,638.8906867000005,46,2.3,638.8909281000015,641.1900873999984,641.1901022999991,651.1912211000017,651.1912335999987,654.926840600001,47.99999999999991,47.99999999999991,3.666,654.9271345999987,654.9399459000015,654.9399459000015,657.6076543000017,y,2.662180300001637,None,,,,,,,,,,,,,,,,,,,,,,,sub-003,COM3,3,2024-01-23_16h04.05.791,2024_RDpaindiscrimination_calibration,2023.2.3,59.97990673055273,2024-01-23 16h04.17.513282 -0500,
