series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,Welcome.stopped,instructions2.started,instructions2.stopped,instructions_start_ramp.started,instructions_start_ramp.stopped,confirm_continue.started,key_resp_8.started,confirm_continue.stopped,intensity,wait1_dur,wait.started,wait.stopped,therm_trig.started,therm_trig.stopped,rating_scale.started,rating_scale.stopped,rating,ratingScale.response,ratingScale.rt,press_when_ready.started,text_2.started,key_resp_3.started,press_when_ready.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,bloc_terminé.started,bloc_terminé.stopped,compile_ramps.started,compile_ramps.stopped,deuxieme_start.started,deuxieme_start.stopped,press_when_ready2.started,text_9.started,press_when_ready2.stopped,wait_2.started,wait_2.stopped,therm_trig2.started,therm_trig2.stopped,rating_scale2.started,ratingScale_2.started,rating_scale2.stopped,keyResp_2.keys,therm_value,ratingScale_2.response,ratingScale_2.rt,thank_you_output_code.started,thank_you_output_code.stopped,participant,com_thermode,nramps,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,198.78289890000087,,0.011368600000423612,190.46725570000126,190.46727170000122,195.86703560000024,195.86778670000058,198.7671934000009,198.7678848000014,198.78289890000087,200.75064650000058,41,2.3,200.75103060000038,203.06693220000125,203.06694760000028,213.06791020000128,213.06792420000056,216.7600265000001,72.99999999999999,72.99999999999999,3.611,216.7611176999999,216.7834896000004,216.7834896000004,221.70113889999993,y,4.906470299998546,None,,,,,,,,,,,,,,,,,,,,,,,sub-008,COM3,3,2024-01-29_10h36.26.554,2024_RDpaindiscrimination_calibration,2023.2.3,59.973323865764584,2024-01-29 10h36.38.110116 -0500,
0,0,0,0,1,0,1,0,,,,,221.71680060000108,,,,,,,,221.7018724999998,221.71680060000108,224.20134550000148,42,2.3,224.20160810000016,226.5008338000007,226.50084910000078,236.5018484000011,236.50186050000048,241.52532750000137,92.99999999999997,92.99999999999997,4.955,241.5261859000002,241.5506720000012,241.5506720000012,244.5019898999999,y,2.943181900000127,None,,,,,,,,,,,,,,,,,,,,,,,sub-008,COM3,3,2024-01-29_10h36.26.554,2024_RDpaindiscrimination_calibration,2023.2.3,59.973323865764584,2024-01-29 10h36.38.110116 -0500,
0,0,0,0,2,0,2,0,,,,,244.51739090000046,,,,,,,,244.50256870000158,244.51739090000046,245.83517399999982,43,2.2,245.8354393999998,248.03459699999985,248.03461190000053,258.03570450000007,258.0357165000005,261.59211289999985,52.499999999999964,52.499999999999964,3.489,261.59299230000033,261.61782219999986,261.61782219999986,264.91904030000114,y,3.2964265999999043,None,,,,,,,,,,,,,,,,,,,,,,,sub-008,COM3,3,2024-01-29_10h36.26.554,2024_RDpaindiscrimination_calibration,2023.2.3,59.973323865764584,2024-01-29 10h36.38.110116 -0500,
0,0,0,0,3,0,3,0,,,,,264.93455090000134,,,,,,,,264.9196165000012,264.93455090000134,266.7691168000001,44,2.2,266.76937480000015,268.96856070000104,268.96857530000125,278.9695864000005,278.96959849999985,281.1429031000007,100.0,100.0,2.105,281.14375100000143,281.1684184000005,281.1684184000005,298.0030282000007,n,16.82083590000002,None,,,,,,,,,,,,,,,,,,,,,,,sub-008,COM3,3,2024-01-29_10h36.26.554,2024_RDpaindiscrimination_calibration,2023.2.3,59.973323865764584,2024-01-29 10h36.38.110116 -0500,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0034383000002,302.00270940000155,,,,,,,,,,,,,,,,,,,,,sub-008,COM3,3,2024-01-29_10h36.26.554,2024_RDpaindiscrimination_calibration,2023.2.3,59.973323865764584,2024-01-29 10h36.38.110116 -0500,
1,0,1,0,0,0,0,0,,,,,303.70218530000056,,,,,,302.0029628000011,303.6864920000007,303.6871891999999,303.70218530000056,304.65314000000035,41,2.2,304.6534866000002,306.85273080000115,306.8527449000012,316.85385660000065,316.8538685000003,320.8430840000001,73.99999999999982,73.99999999999982,3.922,320.844108700001,320.8693084000006,320.8693084000006,323.8869531,y,3.004287599998861,None,,,,,,,,,,,,,,,,,,,,,,,sub-008,COM3,3,2024-01-29_10h36.26.554,2024_RDpaindiscrimination_calibration,2023.2.3,59.973323865764584,2024-01-29 10h36.38.110116 -0500,
1,0,1,0,1,0,1,0,,,,,323.9026891000012,,,,,,,,323.8876747000013,323.9026891000012,325.18719710000005,42,2.0,325.187455700001,327.18661930000053,327.1866338,337.18769600000087,337.1877084000007,342.39509670000007,91.99999999999996,91.99999999999996,5.123,342.3959442000014,342.4199458000003,342.4199458000003,346.23749670000143,y,3.813494600000922,None,,,,,,,,,,,,,,,,,,,,,,,sub-008,COM3,3,2024-01-29_10h36.26.554,2024_RDpaindiscrimination_calibration,2023.2.3,59.973323865764584,2024-01-29 10h36.38.110116 -0500,
1,0,1,0,2,0,2,0,,,,,346.253259000001,,,,,,,,346.2380720000001,346.253259000001,347.57092320000083,43,2.0,347.5711775,349.5704968000009,349.57051130000036,359.571583500001,359.57159560000036,362.30681750000076,22.5000000000001,22.5000000000001,2.667,362.3071170000003,362.32032530000106,362.32032530000106,364.73819990000084,y,2.413306200000079,None,,,,,,,,,,,,,,,,,,,,,,,sub-008,COM3,3,2024-01-29_10h36.26.554,2024_RDpaindiscrimination_calibration,2023.2.3,59.973323865764584,2024-01-29 10h36.38.110116 -0500,
1,0,1,0,3,0,3,0,,,,,364.753700700001,,,,,,,,364.7387669,364.753700700001,365.85459770000125,44,2.5,365.854847300001,368.3543989000009,368.3544135000011,378.35537250000016,378.35538559999986,381.09516729999996,64.49999999999991,64.49999999999991,2.672,381.09603740000057,381.12090549999994,381.12090549999994,383.4387089000011,y,2.316911200001414,None,,,,,,,,,,,,,,,,,,,,,,,sub-008,COM3,3,2024-01-29_10h36.26.554,2024_RDpaindiscrimination_calibration,2023.2.3,59.973323865764584,2024-01-29 10h36.38.110116 -0500,
1,0,1,0,4,0,4,0,,,,,383.4541681999999,,,,,,,,383.44003540000085,383.4541681999999,384.7389383000009,45,2.1,384.73919449999994,386.83818020000035,386.83819530000073,396.83918559999984,396.83919740000056,400.5625618000013,100.0,100.0,3.656,400.5633859999998,400.5880563999999,400.5880563999999,401.92243990000134,n,1.317441699999108,None,,,,,,,,,,,,,,,,,,,,,,,sub-008,COM3,3,2024-01-29_10h36.26.554,2024_RDpaindiscrimination_calibration,2023.2.3,59.973323865764584,2024-01-29 10h36.38.110116 -0500,
