,series,trial,intensity,rating,fired
0,0,0,41,72.99999999999999,1
1,0,1,42,92.99999999999997,1
2,0,2,43,52.499999999999964,1
3,0,3,44,100.0,1
4,1,0,41,73.99999999999982,1
5,1,1,42,91.99999999999996,1
6,1,2,43,22.5000000000001,1
7,1,3,44,64.49999999999991,1
8,1,4,45,100.0,1
9,2,0,41,64.49999999999984,1
10,2,1,42,7.000000000000131,1
11,2,2,43,80.99999999999997,1
12,2,3,44,52.999999999999986,1
13,2,4,45,71.99999999999991,1
14,2,5,46,4.0000000000002,1
15,2,6,47,93.00000000000004,1
16,2,7,48,100.0,1
