,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,6.0,1
2,0,2,43,23.999999999999993,1
3,0,3,44,33.50000000000016,1
4,0,4,45,34.50000000000003,1
5,0,5,46,38.99999999999997,1
6,1,0,41,0.0,1
7,1,1,42,3.0,1
8,1,2,43,4.5,1
9,1,3,44,15.000000000000007,1
10,1,4,45,23.499999999999996,1
11,1,5,46,26.499999999999986,1
12,1,6,47,42.5,1
13,2,0,41,0.0,1
14,2,1,42,4.5,1
15,2,2,43,9.000000000000002,1
16,2,3,44,16.500000000000078,1
17,2,4,45,23.50000000000002,1
18,2,5,46,33.00000000000017,1
19,2,6,47,58.49999999999994,1
